Symbol,Shares,NetIncome,Equity,BookValue,Free float
4080,126.388,-70.2,2144.2,16.96,57.779
4090,150,230.22,3610,24.06,90.509
4100,164.816,294.43,7889,47.86,126.815
4110,24,22.81,340.62,14.19,15.509
4130,17.7,-0.57,148.38,8.38,17.7
4140,1.08,-29.6,11.21,10.37,1.08
4150,133.333,172,1854,13.9,130.192
4160,10,0.35,113.47,11.34,10
4170,10.15,-2.13,95.54,9.41,10.15
4180,55,18.38,725.8,13.19,31.966
4190,90,831,1593.8,17.7,86.098
4200,50,66.4,643.4,12.86,47.758
4210,80,103.3,937.3,11.71,28.64
4220,850,171,7842,9.22,313.976
4230,60,2.1,881.6,14.69,29.4
4240,210,359.09,2966,14.12,105.452
4250,929.4,134.67,10183.41,10.95,568.689
4260,71.166,163.12,1047,14.71,53.51
4270,60,-58.59,860.07,14.33,28.5
4280,3705.882,633.14,30763,8.3,185.294
4290,40,57.26,540.48,13.51,30.313
4300,1080,269.99,18410.2,17.04,1078.5
4310,339.3,2.05,3134.81,9.23,102
4320,70,128.06,993.4,14.19,37.884
4330,50,9.89,500.28,10,33.407
4331,11.8,-,-,-,10.209
4332,66,-,-,-,46.217
4333,28.5,-,-,-,8.55
4334,61.37,-,-,-,27.303
4335,88,-,-,-,39.85
4336,60,-,-,-,21.35
4337,57.24,-,-,-,57.24
4338,137.5,-,-,-,137.5
4339,107.507,-,-,-,107.507
4340,122.2,-,-,-,110.289
4342,158,-,-,-,158
5110,4166.593,10087,77460,18.59,711.592
6001,28.571,35.57,511.7,17.9,12.711
6002,64.68,207.52,819,12.66,19.856
6004,82,487.67,1317.9,16.07,52.275
6010,84.7,55.31,1442.7,17.03,67.758
6020,30,2.46,316.3,10.54,29.999
6040,45,-46.01,533.5,11.85,38.727
6050,20,-38.81,133.44,6.67,7.699
6060,7.5,-18.53,223.89,29.85,7.498
6070,30,61.65,745.09,24.83,20.073
6090,50,9.6,593.2,11.86,49.396
7010,2000,9675,61668,30.83,322.806
7020,770,-597.9,14435,18.74,423.578
7030,583.729,-79,3611,6.18,302.619
7040,47.25,-56.66,346.2,7.32,32.405
8010,125,781.07,2999.87,23.99,66.713
8011,35,-26.85,214.99,6.14,10.51
8012,35,30.52,383.06,10.94,10.5
8020,50,-0.42,109.5,2.19,50
8030,40,-438.18,474,11.85,14.6
8040,20,29.66,243.17,12.15,7
8050,25,63.15,241.79,9.67,17.5
8060,40,138.53,546.36,13.65,37.78
8070,20,110.9,368.64,18.43,13.938
8080,34,8.48,363.27,10.68,11.9
8100,25,52.47,330.16,13.2,17.3
8110,12.2,13.04,120,9.83,10.355
8120,15,31.73,156.23,10.41,10.203
8130,16.666,38.4,232.17,13.93,10.354
8140,16,8.73,110.25,6.89,15.1
8150,20,10.9,136.67,6.83,12
8160,26.5,17.49,253.9,9.58,17.357
8170,27.5,60.16,348.45,12.67,18.353
8180,25,25.58,469.16,18.76,17.5
8190,49,70.76,445.95,9.1,32.075
8200,81,63.01,814.99,10.06,73.548
8210,80,592.94,2242,28.02,50.211
8230,40,166.18,554.78,13.86,18.4
8240,20,40.57,248.09,12.4,11
8250,45,52.41,531.65,11.81,21.785
8260,20,25.45,207.33,10.36,13
8270,25,124.79,382.32,15.29,13.018
8280,40,37.4,356.26,8.9,12.002
8290,25,59.68,282.05,11.28,17.825
8300,20,51.72,212.94,10.64,8.5
8310,14,23.97,127.91,9.13,10.99
8311,20,-13.78,160.54,8.02,13.05
8312,30,-7.34,279.14,9.3,12.683
