Symbol,Shares,NetIncome,Equity,BookValue,Free float
4100,164.816,331.92,5022.31,30.47,110.63
4110,18,87.6,238.23,13.23,17.999
4130,15,-,-,-,15
4140,10.8,6.46,120.9,11.19,10.8
4150,100,249.69,1682.41,16.82,99.969
4160,10,13.61,51.75,5.17,10
4170,10.15,9.78,88.67,8.73,10.15
4180,55,35.72,701.07,12.74,42.5
4190,90,653.26,1172.66,13.02,89.949
4200,40,101.69,518.04,12.95,39.29
4210,80,-30.21,1170.11,14.62,51.188
4220,850,273.06,7836.57,9.21,340.845
4230,40,152.77,894.6,22.36,13.9
4240,105,716.44,2234.97,21.28,53.55
4250,929.4,-29.59,8926.37,9.6,531.55
4260,30.5,150.21,688.71,22.58,19.138
4270,60,51.9,866.22,14.43,28.5
4280,3705.882,742.47,31606.27,8.52,185.294
4290,30,78.83,430.19,14.33,23.375
4300,1080,681.46,16992.82,15.73,1034.869
4310,339.3,-0.37,3182.71,9.38,102
5110,4166.593,3035.87,56276.31,13.5,715.804
6001,28.571,92.52,581.03,20.33,12.711
6002,33,191.42,600.84,18.2,10.215
6004,82,569.35,1158.63,14.12,24.6
6010,70,100.17,1152.41,16.46,55.998
6020,50,-12.28,345.02,6.9,49.998
6040,20,-14.84,347.81,17.39,14.497
6050,53.537,-48.98,301.62,5.63,20.61
6060,7.5,-5.57,61.41,8.18,7.498
6080,5,-,-,-,5
6090,50,100.65,595.99,11.91,49.396
7010,2000,9897.07,56229.63,28.11,325.275
7020,770,6676.55,23963.33,31.12,444.265
7030,1080.1,-1651.47,6758.67,6.25,559.949
7040,157.5,-238.45,723.42,4.59,86.081
7050,100,-,-,-,35
8010,100,-590.94,1640.57,16.4,53.37
8011,17.5,-18.1,147.1,8.4,5.25
8012,35,2.85,348.39,9.95,10.5
8020,30,-41.83,290.98,9.69,30
8030,100,-192.46,995.93,9.95,36.5
8040,20,12.82,172.87,8.64,7
8050,10,-42.14,27.2,2.71,7
8060,20,24.65,206.78,10.33,17.78
8070,20,6.54,236.81,11.84,11
8080,34,16.37,344.6,10.13,12.26
8090,20,-29.41,69.23,3.46,14.16
8100,10,-26.95,51.74,5.17,6.8
8110,10,-6.55,29.48,2.94,6.9
8120,22,-29.23,125.64,5.71,15.034
8130,16.666,8.05,139.64,8.37,7.416
8140,10,-17.87,26.03,2.6,8.2
8150,20,12.58,102.25,5.11,12
8160,20,-101.83,64.04,3.2,11.98
8170,27.5,-36.88,269.95,9.81,18.353
8180,25,50.6,333.64,13.34,17.32
8190,28,-78.26,236.16,8.43,17.9
8210,40,147.33,731.06,18.27,21.1
8220,20,-,-,-,13.2
8230,20,-22.34,86.46,4.32,7.6
8240,10,15.89,174.06,17.4,6
8250,20,12.94,191.38,9.56,9
8260,20,5.91,185.52,9.27,10
8270,13,5.04,70.48,5.42,6.045
8280,20,-21.91,113.11,5.65,6
8290,55.5,-91.01,341.89,6.16,34.388
8300,10,-31.12,58.04,5.8,3.15
8310,32,-4.01,206.22,6.44,25.08
8311,40,-83.53,299.58,7.48,16
8312,20,-73.05,118.78,5.93,6
6070,30,102.07,699.7,23.32,28.539
8200,100,-99.65,821.77,8.21,89.8
