Symbol,Shares,NetIncome,Equity,BookValue,Free float
4240,70,201.4,905.49,12.93,30
4250,671.4,52.55-,6661.45,9.92,194.868
4260,18.3,83.89,355.67,19.43,8.369
4270,60,150.5,791.88,13.19,28.5
4280,6300,"29,911.18-",21614.78,3.43,378
4290,10,41.24,194.57,19.45,4.12
4300,720,2356.2,11736.5,16.3,342.003
5110,4166.593,1074.78,48522.89,11.64,719.808
6001,28.571,61.04,484.66,16.96,8.571
6010,60,69.5,1059.72,17.66,30.025
6020,50,0.29,405.49,8.1,49.998
6030,30,65.11,494.55,16.48,29.996
6040,20,23.67,369.48,18.47,14.499
6050,20,25.84-,164.35,8.21,7.698
6060,7.5,12.44-,103.64,13.81,7.498
6070,20,54.42,472.22,23.61,19.99
6080,5,37.02-,56.49,11.29,5
6090,50,19.84,675.28,13.5,49.996
7010,2000,11047.06,37637.98,18.81,334.483
7020,700,2091.78,9754.31,13.93,419.423
7030,1400,-,11721.83,8.37,630
7040,100,-,-,-,30
8010,50,67.24,1073.35,21.46,27.433
8020,30,33.41-,232.79,7.75,14.244
8030,80,5.34,790.8,9.88,18.056
8040,10,14.17-,66.27,6.62,3.1
8050,10,20.36-,61.44,6.14,4
8060,20,2.03-,181.03,9.05,8
8070,20,1.5,196.27,9.81,8
8080,10,3.63-,51.14,5.11,3.5
8090,20,13.61-,174.95,8.74,8
8100,10,3.70-,89.93,8.99,4
8110,10,7.34-,79.14,7.91,4
8120,22,1.73,195.18,8.87,8.8
8130,10,10.10-,83.12,8.31,2.645
8140,10,15.32-,83.04,8.3,4
8150,10,20.19-,70.49,7.04,4
8160,20,-,170.82,8.54,8
8170,25,2.44-,247.55,9.9,10.5
8180,20,2.45,202.45,10.12,8.4
8190,20,-,189.81,9.49,8
8210,40,-,389.94,9.74,16
8200,100,38.78,1025.53,10.25,40
1210,22,39.64,305.6,13.89,17.301
1310,100,665.5,1901.92,19.01,29.989
