Symbol,Shares,NetIncome,Equity,BookValue,Free float
4030,315,287.77,5062.62,16.07,207.617
4040,125,65.27,1448.32,11.58,104.535
4050,45,40.07,544.45,12.09,40.255
4061,10.9,11.92,134.79,12.36,10.899
4070,15,7.96,226.33,15.08,12.096
4080,126.388,97.93,2266.61,17.93,63.295
4090,150,236.74,3034.95,20.23,103.484
4100,164.816,306.85,3522.81,21.37,117.548
4110,18,-119.68,144.87,8.04,17.999
4130,15,-5.72,88.48,5.89,15
4140,10.8,9.25,116.04,10.74,10.8
4150,100,130.18,1496.94,14.96,89.703
4160,10,4.62,37,3.7,10
4170,10.15,3.3,74.19,7.3,10.15
4180,50,-46.27,635.06,12.7,38.9
4190,60,512.99,906.58,15.1,60
4200,30,92.16,434,14.46,30
4210,80,100.31,1284.2,16.05,48.362
4220,850,82.61,7380.48,8.68,255
4230,30,77.9,741.8,24.72,9
4240,70,415.43,1454.88,20.78,35.7
4250,929.4,-36.76,9068.82,9.75,515.872
4260,18.3,100.73,517.26,28.26,8.743
4270,60,36,754.66,12.57,28.5
4280,3705.882,639.62,25446.3,6.86,185.294
4290,20,52.66,308.72,15.43,6.426
4300,1080,1087.94,15322.82,14.18,657.237
4310,339.3,-154.76,3224.84,9.5,102
5110,4166.593,2213.16,51893.08,12.45,715.804
6001,28.571,80.52,537.82,18.82,12.711
6002,30,146.65,439.59,14.65,9.63
6010,60,91.28,1062.97,17.71,41.157
6020,50,-16.06,364.99,7.29,49.998
6040,20,33.11,371.14,18.55,14.497
6050,53.537,-30.76,413.4,7.72,20.61
6060,7.5,-9.21,70.34,9.37,7.498
6070,25,84.62,599.55,23.98,23.8
6080,5,-,-,-,5
6090,50,-69.05,526.83,10.53,49.396
7010,2000,7728.65,46908.31,23.45,325.275
7020,700,5083.46,18388.12,26.26,409.085
7030,1400,-1925.2,4293.07,3.06,700
7040,157.5,-100.33,67.6,0.42,55.125
8010,75,439.06,2048.86,27.31,40.027
8020,30,14.09,280.53,9.35,30
8030,80,240.12,1173.51,14.66,28.4
8040,20,1.56,158,7.9,7
8050,10,2.27,84.99,8.49,5.9
8060,20,4.58,154.49,7.72,13.68
8070,20,11.16,230.58,11.52,8.6
8080,34,10.21,326.2,9.59,12.26
8090,20,-27.93,107.11,5.35,13.25
8100,10,-7.76,64.4,6.44,6.8
8110,10,-1.11,51.12,5.11,4.9
8120,22,-63.01,149.1,6.77,14.132
8130,16.666,-4.9,135.59,8.13,6.541
8140,10,-5.09,32.66,3.26,7.72
8150,10,-,-,-,5.8
8160,20,17.29,173.8,8.69,11.14
8170,25,25.17,294.51,11.78,12.012
8180,20,37.03,254.92,12.74,10.82
8190,20,50.67,317.55,15.87,8
8200,100,-34.31,929.99,9.29,43
8210,40,42.24,526.54,13.16,16
8220,20,-42.09,116.78,5.83,8
8230,20,-32.91,109.34,5.46,6
8240,10,15.99,140.9,14.09,4
8250,20,-24.82,170.53,8.52,8
8260,20,-63.44,133.57,6.67,8
8270,13,-,-,-,5.2
8280,20,-0.08,168.36,8.41,6
8290,55.5,-84.28,470.72,8.48,22.2
8300,10,-10.27,83.4,8.34,3
8310,32,-12.67,254.53,7.95,12.8
8311,40,-,400,10,16
7050,100,-,-,-,35
